seqnames,description,sample,counts,reads
NG_048006.1,"Streptococcus pneumoniae GA3488 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",08-17-B1D29,2,30382378
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",08-17-B1D29,3,30382378
NG_048125.1,"Streptococcus salivarius FStet12 tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",08-17-B1D29,2,30382378
NG_048175.1,"Salmonella enterica subsp. enterica serovar Typhimurium R46 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",08-17-B1D29,1,30382378
NG_048138.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",08-17-B1D29,1,30382378
NG_048126.1,"Streptococcus parasanguinis 41.1T tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",08-17-B1D29,1,30382378
NG_047378.1,"Pediococcus acidilactici NCIMB 6990 pEOC01 aadE gene for aminoglycoside 6-adenylyltransferase AadE, complete CDS",09-22-A5D20,9,15527524
NG_048145.1,"Clostridium perfringens C str. JGS1495 tet(44) gene for tetracycline resistance ribosomal protection protein Tet(44), complete CDS",09-22-A5D20,1,15527524
NG_047829.1,"Bacteroides ovatus erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",09-22-A5D20,2,15527524
NG_048005.1,"Streptococcus pneumoniae MF4 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",09-22-A5D20,3,15527524
NG_050292.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-82, complete CDS",09-22-A5D20,1,15527524
NG_047962.1,"Streptococcus sp. 'group G' 01M128672 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",09-22-A5D20,1,15527524
NG_048267.1,"Streptococcus suis YM12 tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",09-22-A5D20,2,15527524
NG_050300.1,"Escherichia coli blaTEM gene for class A extended-spectrum beta-lactamase TEM-91, complete CDS",09-22-A5D20,1,15527524
NG_047973.1,"Streptococcus pyogenes MB56Spyo005 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",09-22-A5D20,1,15527524
NG_056418.1,"Escherichia coli ESY001 blaTEM gene for class A beta-lactamase TEM-231, complete CDS",09-22-A5D20,1,15527524
NG_050188.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-145, complete CDS",09-22-A5D20,1,15527524
NG_047828.1,"Bacteroides thetaiotaomicron 7853 erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",09-22-A5D20,2,15527524
NG_048180.1,"uncultured bacterium tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",09-22-A5D20,1,15527524
NG_048256.1,"Campylobacter jejuni pCjA13 tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",09-22-A5D20,1,15527524
NG_048284.1,"Trueperella pyogenes tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",09-22-A5D20,1,15527524
NG_050217.1,"Serratia marcescens S5 blaTEM gene for inhibitor-resistant class A extended-spectrum beta-lactamase TEM-178, complete CDS",09-22-A5D20,1,15527524
NG_047972.1,"Streptococcus pneumoniae mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",09-22-A5D20,1,15527524
NG_050212.1,"Escherichia coli U184 pUE184 blaTEM gene for class A extended-spectrum beta-lactamase TEM-169, complete CDS",09-22-A5D20,1,15527524
NG_048178.1,"Chlamydia suis R27 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",09-22-A5D20,1,15527524
NG_048295.1,"Rothia sp. T40-1 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",09-22-A5D20,1,15527524
NG_048260.1,"Campylobacter jejuni subsp. jejuni 81-176 pTet tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",09-22-A5D20,1,15527524
NG_050158.1,"Escherichia coli blaTEM gene for class A extended-spectrum beta-lactamase TEM-112, complete CDS",09-22-A5D20,1,15527524
NG_050155.1,"Proteus mirabilis 217C5 blaTEM gene for class A extended-spectrum beta-lactamase TEM-11, complete CDS",09-22-A5D20,1,15527524
NG_048270.1,"Prevotella ruminicola 223 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",09-22-A5D20,1,15527524
NG_050200.1,"Proteus mirabilis blaTEM gene for class A beta-lactamase TEM-156, complete CDS",09-22-A5D20,1,15527524
NG_050175.1,"Salmonella enterica subsp. enterica serovar Typhimurium blaTEM gene for class A extended-spectrum beta-lactamase TEM-131, complete CDS",09-22-A5D20,1,15527524
NG_050148.1,"Plasmid pWW100 blaTEM gene for class A extended-spectrum beta-lactamase TEM-102, complete CDS",09-22-A5D20,1,15527524
NG_050170.1,"Escherichia coli blaTEM gene for class A extended-spectrum beta-lactamase TEM-126, complete CDS",09-22-A5D20,1,15527524
NG_050201.1,"Enterobacter cloacae pEC005 blaTEM gene for class A extended-spectrum beta-lactamase TEM-157, complete CDS",09-22-A5D20,1,15527524
NG_048303.1,"Streptococcus suis 33421 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",09-22-A5D20,1,15527524
NG_048174.1,"Francisella tularensis LVS pOM1 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",09-22-A5D20,1,15527524
NG_050198.1,"Escherichia coli H258 blaTEM gene for inhibitor-resistant class A extended-spectrum beta-lactamase TEM-154, complete CDS",09-22-A5D20,1,15527524
NG_050231.1,"Acinetobacter baumannii 195 blaTEM gene for class A beta-lactamase TEM-195, complete CDS",09-22-A5D20,1,15527524
NG_050153.1,"Salmonella enterica subsp. enterica serovar Typhimurium DT193 blaTEM gene for class A beta-lactamase TEM-108, complete CDS",09-22-A5D20,1,15527524
NG_048416.1,"Enterococcus gallinarum N04-0414 vanR gene for VanD-type vancomycin resistance DNA-binding response regulator VanR, complete CDS",09-22-A5D20,1,15527524
NG_047970.1,"Clostridium kluyveri DSM 555 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,11,19703226
NG_048270.1,"Prevotella ruminicola 223 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",10-11-C6D29,7,19703226
NG_047977.1,"Exiguobacterium sp. S3-2 pMC1 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,6,19703226
NG_048005.1,"Streptococcus pneumoniae MF4 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",10-11-C6D29,8,19703226
NG_047973.1,"Streptococcus pyogenes MB56Spyo005 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,5,19703226
NG_048006.1,"Streptococcus pneumoniae GA3488 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",10-11-C6D29,6,19703226
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",10-11-C6D29,3,19703226
NG_048271.1,"Prevotella intermedia PDRC-11 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",10-11-C6D29,2,19703226
NG_047958.1,"Streptococcus pneumoniae 02J1175 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,3,19703226
NG_048490.1,"Enterococcus gallinarum N04-0414 vanX-D gene for D-Ala-D-Ala dipeptidase VanX-D, complete CDS",10-11-C6D29,1,19703226
NG_050298.1,"Klebsiella pneumoniae K28 pMG272 blaTEM gene for class A extended-spectrum beta-lactamase TEM-88, complete CDS",10-11-C6D29,1,19703226
NG_048268.1,"Bacteroides thetaiotaomicron DOT tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",10-11-C6D29,1,19703226
NG_047972.1,"Streptococcus pneumoniae mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,1,19703226
NG_048272.1,"Bifidobacterium longum B200304 pBIF10 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",10-11-C6D29,1,19703226
NG_047957.1,"Streptococcus pyogenes 02C1064 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,1,19703226
NG_055990.1,"Lawsonia intracellularis PHE/MN1-00 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",10-11-C6D29,1,19703226
NG_047829.1,"Bacteroides ovatus erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",10-11-C6D29,2,19703226
NG_048126.1,"Streptococcus parasanguinis 41.1T tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",10-11-C6D29,1,19703226
NG_050261.1,"Shigella sonnei 144375 blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-32, complete CDS",10-11-C6D29,1,19703226
NG_048140.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",10-11-C6D29,1,19703226
NG_047828.1,"Bacteroides thetaiotaomicron 7853 erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",10-11-C6D29,1,19703226
NG_048139.1,"Clostridiaceae bacterium K10 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",10-11-C6D29,2,19703226
NG_047976.1,"Clostridium perfringens mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",10-11-C6D29,1,19703226
NG_047378.1,"Pediococcus acidilactici NCIMB 6990 pEOC01 aadE gene for aminoglycoside 6-adenylyltransferase AadE, complete CDS",11-15-C1D25,10,19411657
NG_048140.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",11-15-C1D25,18,19411657
NG_048270.1,"Prevotella ruminicola 223 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",11-15-C1D25,9,19411657
NG_047973.1,"Streptococcus pyogenes MB56Spyo005 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",11-15-C1D25,2,19411657
NG_048006.1,"Streptococcus pneumoniae GA3488 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",11-15-C1D25,6,19411657
NG_048125.1,"Streptococcus salivarius FStet12 tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",11-15-C1D25,4,19411657
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",11-15-C1D25,14,19411657
NG_047977.1,"Exiguobacterium sp. S3-2 pMC1 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",11-15-C1D25,2,19411657
NG_048138.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",11-15-C1D25,9,19411657
NG_047961.1,"Streptococcus sp. 'group G' 02M157741 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",11-15-C1D25,1,19411657
NG_048139.1,"Clostridiaceae bacterium K10 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",11-15-C1D25,11,19411657
NG_050292.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-82, complete CDS",11-15-C1D25,1,19411657
NG_048005.1,"Streptococcus pneumoniae MF4 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",11-15-C1D25,1,19411657
NG_050228.1,"Escherichia coli bMX-908599 blaTEM gene for class A beta-lactamase TEM-190, complete CDS",11-15-C1D25,1,19411657
NG_048284.1,"Trueperella pyogenes tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",11-15-C1D25,1,19411657
NG_050252.1,"Klebsiella pneumoniae SLK52 blaTEM gene for class A extended-spectrum beta-lactamase TEM-22, complete CDS",11-15-C1D25,1,19411657
NG_050285.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-76, complete CDS",11-15-C1D25,1,19411657
NG_048126.1,"Streptococcus parasanguinis 41.1T tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",11-15-C1D25,1,19411657
NG_050275.1,"Escherichia coli MDD39 blaTEM gene for class A broad-spectrum beta-lactamase TEM-55, complete CDS",11-15-C1D25,1,19411657
NG_048124.1,"Clostridiaceae bacterium K10 tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",11-15-C1D25,2,19411657
NG_048269.1,"Bacteroides fragilis 1126 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",11-15-C1D25,1,19411657
NG_047322.1,"Campylobacter jejuni CG8245 pCG8245 aad9 gene for aminoglycoside nucleotidyltransferase ANT9, complete CDS",11-15-C1D25,1,19411657
NG_047970.1,"Clostridium kluyveri DSM 555 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",11-15-C1D25,4,19411657
NG_050255.1,"Klebsiella pneumoniae CF 1104 blaTEM gene for class A extended-spectrum beta-lactamase TEM-24, complete CDS",11-15-C1D25,1,19411657
NG_050234.1,"Pseudomonas aeruginosa blaTEM gene for class A broad-spectrum beta-lactamase TEM-2, complete CDS",11-15-C1D25,1,19411657
NG_047440.1,"Enterobacter cloacae pEC-IMP aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",11-15-C1D25,1,19411657
NG_048271.1,"Prevotella intermedia PDRC-11 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",11-15-C1D25,1,19411657
NG_048272.1,"Bifidobacterium longum B200304 pBIF10 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",11-15-C1D25,1,19411657
NG_050218.1,"Escherichia sp. Sflu5 pAK51 blaTEM gene for class A beta-lactamase TEM-181, complete CDS",11-15-C1D25,2,19411657
NG_050306.1,"Escherichia coli blaTEM gene for class A beta-lactamase TEM-97, complete CDS",11-15-C1D25,1,19411657
NG_050148.1,"Plasmid pWW100 blaTEM gene for class A extended-spectrum beta-lactamase TEM-102, complete CDS",11-15-C1D25,1,19411657
NG_047378.1,"Pediococcus acidilactici NCIMB 6990 pEOC01 aadE gene for aminoglycoside 6-adenylyltransferase AadE, complete CDS",12-19-D1D29,1,28214183
NG_050261.1,"Shigella sonnei 144375 blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-32, complete CDS",12-19-D1D29,1,28214183
NG_048140.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",12-19-D1D29,3,28214183
NG_048139.1,"Clostridiaceae bacterium K10 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",12-19-D1D29,2,28214183
NG_048006.1,"Streptococcus pneumoniae GA3488 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",12-19-D1D29,1,28214183
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",12-19-D1D29,3,28214183
NG_047970.1,"Clostridium kluyveri DSM 555 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",12-19-D1D29,1,28214183
NG_050206.1,"Acinetobacter haemolyticus pUPI191 blaTEM gene for class A beta-lactamase TEM-162, complete CDS",12-19-D1D29,1,28214183
NG_047966.1,"Gemella haemolysans mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",12-19-D1D29,1,28214183
NG_050269.1,"Klebsiella pneumoniae CLSiS 1590/96 blaTEM gene for class A extended-spectrum beta-lactamase TEM-47, complete CDS",12-19-D1D29,1,28214183
NG_048138.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",12-19-D1D29,1,28214183
NG_048178.1,"Chlamydia suis R27 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",12-19-D1D29,1,28214183
NG_047970.1,"Clostridium kluyveri DSM 555 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,59,38315231
NG_048124.1,"Clostridiaceae bacterium K10 tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",13-10-A5D29,3,38315231
NG_048271.1,"Prevotella intermedia PDRC-11 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",13-10-A5D29,14,38315231
NG_048006.1,"Streptococcus pneumoniae GA3488 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",13-10-A5D29,65,38315231
NG_048140.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",13-10-A5D29,32,38315231
NG_048005.1,"Streptococcus pneumoniae MF4 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",13-10-A5D29,35,38315231
NG_048270.1,"Prevotella ruminicola 223 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",13-10-A5D29,116,38315231
NG_047973.1,"Streptococcus pyogenes MB56Spyo005 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,22,38315231
NG_047977.1,"Exiguobacterium sp. S3-2 pMC1 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,24,38315231
NG_047829.1,"Bacteroides ovatus erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",13-10-A5D29,8,38315231
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",13-10-A5D29,41,38315231
NG_048138.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",13-10-A5D29,28,38315231
NG_048272.1,"Bifidobacterium longum B200304 pBIF10 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",13-10-A5D29,23,38315231
NG_047972.1,"Streptococcus pneumoniae mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,5,38315231
NG_047961.1,"Streptococcus sp. 'group G' 02M157741 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,4,38315231
NG_048269.1,"Bacteroides fragilis 1126 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",13-10-A5D29,9,38315231
NG_048268.1,"Bacteroides thetaiotaomicron DOT tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",13-10-A5D29,14,38315231
NG_050162.1,"Staphylococcus aureus pJ3356::POX7 blaTEM gene for class A broad-spectrum beta-lactamase TEM-116, complete CDS",13-10-A5D29,1,38315231
NG_055990.1,"Lawsonia intracellularis PHE/MN1-00 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",13-10-A5D29,5,38315231
NG_048139.1,"Clostridiaceae bacterium K10 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",13-10-A5D29,21,38315231
NG_050274.1,"Escherichia coli BM2728 blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-54, complete CDS",13-10-A5D29,1,38315231
NG_047958.1,"Streptococcus pneumoniae 02J1175 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,1,38315231
NG_047827.1,"Lysinibacillus sphaericus erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",13-10-A5D29,3,38315231
NG_048261.1,"Streptococcus pyogenes tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",13-10-A5D29,1,38315231
NG_047962.1,"Streptococcus sp. 'group G' 01M128672 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,4,38315231
NG_050145.1,"Escherichia coli pC15-1a blaTEM gene for class A broad-spectrum beta-lactamase TEM-1, complete CDS",13-10-A5D29,1,38315231
NG_047959.1,"Neisseria gonorrhoeae mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,3,38315231
NG_050270.1,"Klebsiella pneumoniae CLSiS L-491 blaTEM gene for class A extended-spectrum beta-lactamase TEM-48, complete CDS",13-10-A5D29,1,38315231
NG_047974.1,"Streptococcus pyogenes MB56Spyo027 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,2,38315231
NG_047957.1,"Streptococcus pyogenes 02C1064 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,9,38315231
NG_050165.1,"Escherichia coli KB-1 blaTEM gene for inhibitor-resistant class A extended-spectrum beta-lactamase TEM-121, complete CDS",13-10-A5D29,1,38315231
NG_050232.1,"Klebsiella pneumoniae FSP 286/05 blaTEM gene for class A extended-spectrum beta-lactamase TEM-197, complete CDS",13-10-A5D29,2,38315231
NG_050243.1,"Escherichia coli pH1519-88 blaTEM gene for class A beta-lactamase TEM-210, complete CDS",13-10-A5D29,1,38315231
NG_050201.1,"Enterobacter cloacae pEC005 blaTEM gene for class A extended-spectrum beta-lactamase TEM-157, complete CDS",13-10-A5D29,1,38315231
NG_047967.1,"Streptococcus mitis mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,6,38315231
NG_048058.1,"Serratia marcescens S-95 rmtB gene for 16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1, complete CDS",13-10-A5D29,3,38315231
NG_048017.1,"Bacteroides fragilis HMW 615 nimJ gene for nitroimidazole resistance protein NimJ, complete CDS",13-10-A5D29,4,38315231
NG_050154.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A extended-spectrum beta-lactamase TEM-109, complete CDS",13-10-A5D29,1,38315231
NG_050168.1,"Morganella morganii blaTEM gene for class A extended-spectrum beta-lactamase TEM-124, complete CDS",13-10-A5D29,1,38315231
NG_047966.1,"Gemella haemolysans mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,5,38315231
NG_050303.1,"Escherichia coli CLSiS 3657/98 pblaTEM-94 blaTEM gene for class A extended-spectrum beta-lactamase TEM-94, complete CDS",13-10-A5D29,1,38315231
NG_047968.1,"Streptococcus agalactiae Hk115 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,4,38315231
NG_050215.1,"Escherichia coli D7111 blaTEM gene for class A beta-lactamase TEM-176, complete CDS",13-10-A5D29,1,38315231
NG_050166.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-122, complete CDS",13-10-A5D29,1,38315231
NG_050207.1,"Escherichia coli 3343 blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-163, complete CDS",13-10-A5D29,1,38315231
NG_048299.1,"Bifidobacterium longum LMG 13197 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",13-10-A5D29,1,38315231
NG_050306.1,"Escherichia coli blaTEM gene for class A beta-lactamase TEM-97, complete CDS",13-10-A5D29,1,38315231
NG_047963.1,"Streptococcus pyogenes mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,1,38315231
NG_048174.1,"Francisella tularensis LVS pOM1 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",13-10-A5D29,1,38315231
NG_050150.1,"Escherichia coli blaTEM gene for class A beta-lactamase TEM-105, complete CDS",13-10-A5D29,1,38315231
NG_048177.1,"Aeromonas salmonicida pRAS3.2 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",13-10-A5D29,2,38315231
NG_050199.1,"Proteus mirabilis blaTEM gene for class A extended-spectrum beta-lactamase TEM-155, complete CDS",13-10-A5D29,1,38315231
NG_050261.1,"Shigella sonnei 144375 blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-32, complete CDS",13-10-A5D29,1,38315231
NG_048178.1,"Chlamydia suis R27 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",13-10-A5D29,2,38315231
NG_048416.1,"Enterococcus gallinarum N04-0414 vanR gene for VanD-type vancomycin resistance DNA-binding response regulator VanR, complete CDS",13-10-A5D29,2,38315231
NG_050214.1,"Escherichia coli pAm08CQ6130 blaTEM gene for class A beta-lactamase TEM-171, complete CDS",13-10-A5D29,1,38315231
NG_048125.1,"Streptococcus salivarius FStet12 tet(32) gene for tetracycline resistance ribosomal protection protein Tet(32), complete CDS",13-10-A5D29,1,38315231
NG_050263.1,"Haemophilus parainfluenzae 72322 unnamed blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-34, complete CDS",13-10-A5D29,1,38315231
NG_047440.1,"Enterobacter cloacae pEC-IMP aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",13-10-A5D29,1,38315231
NG_047969.1,"Fusobacterium nucleatum mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",13-10-A5D29,1,38315231
NG_047430.1,"Escherichia coli aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",13-10-A5D29,1,38315231
NG_050224.1,"Proteus mirabilis 7001324 unnamed blaTEM gene for class A extended-spectrum beta-lactamase TEM-187, complete CDS",13-10-A5D29,1,38315231
NG_050297.1,"Proteus mirabilis pPm87 blaTEM gene for class A extended-spectrum beta-lactamase TEM-87, complete CDS",13-10-A5D29,1,38315231
NG_050276.1,"Escherichia coli F4-Zhengzhou unnamed blaTEM gene for class A broad-spectrum beta-lactamase TEM-57, complete CDS",13-10-A5D29,1,38315231
NG_048175.1,"Salmonella enterica subsp. enterica serovar Typhimurium R46 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",13-10-A5D29,1,38315231
NG_048284.1,"Trueperella pyogenes tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",13-10-A5D29,1,38315231
NG_047378.1,"Pediococcus acidilactici NCIMB 6990 pEOC01 aadE gene for aminoglycoside 6-adenylyltransferase AadE, complete CDS",14-18-B2D29,5,42665034
NG_048140.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",14-18-B2D29,10,42665034
NG_047977.1,"Exiguobacterium sp. S3-2 pMC1 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",14-18-B2D29,2,42665034
NG_048270.1,"Prevotella ruminicola 223 tet(Q) gene for tetracycline resistance ribosomal protection protein Tet(Q), complete CDS",14-18-B2D29,3,42665034
NG_050214.1,"Escherichia coli pAm08CQ6130 blaTEM gene for class A beta-lactamase TEM-171, complete CDS",14-18-B2D29,1,42665034
NG_048138.1,"uncultured bacterium tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",14-18-B2D29,4,42665034
NG_048005.1,"Streptococcus pneumoniae MF4 msr(D) gene for ABC-F type ribosomal protection protein Msr(D), complete CDS",14-18-B2D29,3,42665034
NG_047970.1,"Clostridium kluyveri DSM 555 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",14-18-B2D29,3,42665034
NG_048141.1,"Streptococcus suis A3 tet(40) gene for tetracycline efflux MFS transporter Tet(40), complete CDS",14-18-B2D29,3,42665034
NG_047973.1,"Streptococcus pyogenes MB56Spyo005 mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",14-18-B2D29,1,42665034
NG_050164.1,"Klebsiella oxytoca blaTEM gene for class A extended-spectrum beta-lactamase TEM-120, complete CDS",14-18-B2D29,1,42665034
NG_047829.1,"Bacteroides ovatus erm(G) gene for 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G), complete CDS",14-18-B2D29,1,42665034
NG_056416.1,"Acinetobacter haemolyticus AN3 blaTEM gene for class A beta-lactamase TEM-229, complete CDS",14-18-B2D29,2,42665034
